Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2WA,2002.06,166.84091,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.07,177.75208,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.08,181.832364,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.09,184.338903,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.10,190.440907,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.11,191.505601,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.12,231.432118,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.01,202.315834,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.02,192.478785,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.03,216.164869,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.04,194.356341,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.05,188.669899,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.06,180.024357,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.07,188.285321,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.08,188.146141,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.09,188.753056,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.10,195.251843,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.11,205.095307,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.12,241.286352,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.01,207.323516,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.02,204.189951,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.03,229.20112,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.04,207.016275,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.05,197.640203,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.06,195.061689,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.07,198.001085,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.08,201.387119,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.09,206.827859,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.10,197.485612,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.11,220.470662,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.12,250.216811,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.01,220.140792,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.02,214.598022,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.03,239.43247,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.04,209.913293,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.05,211.796163,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.06,204.109085,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.07,206.781266,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.08,219.60636,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.09,217.76848,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.10,217.750442,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.11,238.166345,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.12,263.187954,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.01,233.455921,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.02,229.397133,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.03,248.116904,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.04,216.804288,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.05,227.103316,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.06,213.569658,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.07,221.827951,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.08,239.051162,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.09,225.158404,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.10,232.950563,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.11,246.847051,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.12,266.572055,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.01,248.431013,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.02,242.383841,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.03,257.265978,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.04,234.866802,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.05,247.446883,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.06,218.91321,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.07,231.898391,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.08,248.942679,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.09,238.868548,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.10,251.543612,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.11,261.408601,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.12,292.397047,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.01,274.73251,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.02,264.502396,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.03,275.42849,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.04,264.733682,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.05,253.244794,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.06,249.01394,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.07,264.077324,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.08,258.457131,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.09,264.032534,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.10,279.710334,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.11,280.81616,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.12,322.766572,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.01,279.607467,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.02,272.158086,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.03,299.306933,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.04,284.108043,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.05,257.424795,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.06,252.594069,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.07,265.119279,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.08,260.100416,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.09,274.740293,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.10,257.07268,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.11,280.810842,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.12,323.273213,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.01,282.566042,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.02,281.639948,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.03,314.952203,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.04,278.5118,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.05,268.68382,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.06,266.941453,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.07,265.91893,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.08,280.405409,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.09,280.997344,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.10,282.556943,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.11,305.328933,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2010.12,344.220109,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.01,296.360157,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.02,294.085191,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.03,330.59601,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.04,281.831091,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.05,298.487434,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.06,288.224373,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.07,281.905838,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.08,302.673271,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.09,301.941142,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.10,288.432315,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.11,327.661209,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2011.12,346.012719,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.01,327.737771,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.02,328.706467,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.03,329.831482,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.04,316.674119,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.05,329.232809,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.06,290.155187,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.07,311.600895,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.08,328.901425,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.09,309.841275,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.10,328.685964,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.11,335.999341,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2012.12,374.78425,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.01,344.147796,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.02,328.632426,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.03,339.859343,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.04,320.628155,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.05,332.004793,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.06,300.278394,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.07,329.465575,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.08,320.981865,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.09,323.165085,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.10,350.914282,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.11,347.520847,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2013.12,413.282185,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.01,367.230663,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.02,366.992618,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.03,376.972325,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.04,366.669612,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.05,355.510771,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.06,343.647809,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.07,365.857664,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.08,351.024456,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.09,355.73826,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.10,374.589424,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.11,374.318828,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2014.12,442.79271,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.01,387.059131,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.02,377.930937,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.03,401.856966,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.04,388.090115,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.05,362.529388,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.06,353.299915,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.07,370.901566,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.08,356.007099,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.09,364.660205,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.10,361.662375,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.11,391.256018,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2015.12,463.411215,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.01,394.769604,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.02,387.267812,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.03,425.308933,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.04,371.639186,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.05,382.565062,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.06,368.250254,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.07,354.455162,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.08,382.395864,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.09,370.24752,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.10,370.583939,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.11,420.484639,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2016.12,442.050132,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.01,416.736098,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.02,386.027203,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.03,428.434032,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.04,386.989638,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.05,414.844831,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.06,370.548884,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.07,373.262519,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.08,412.557228,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.09,383.172743,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.10,410.652127,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.11,449.955996,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2017.12,474.167727,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.01,451.41459,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.02,409.795789,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.03,439.823401,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.04,427.094307,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.05,441.580839,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.06,386.552002,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.07,414.83421,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.08,435.900637,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.09,413.639607,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.10,461.045651,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.11,451.685836,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2018.12,518.784362,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.01,477.253142,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.02,435.628801,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.03,448.713871,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.04,448.446953,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.05,468.319601,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.06,399.207956,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.07,446.358754,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.08,422.481533,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.09,425.249566,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.10,471.020105,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.11,453.517026,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2019.12,551.347677,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2020.01,477.091259,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2020.02,427.918288,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2020.03,478.576245,,P,Value,6,Employment indicators - MEI,Employment Indicators,Total earnings,Primary industries,Actual,,
