Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIQ.SE9TT02103,2010.09,994.092827,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2010.12,1005.907173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2011.03,1014.345992,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2011.06,994.936709,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2011.09,1009.2827,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2011.12,992.405063,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2012.03,992.405063,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2012.06,996.624473,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2012.09,1001.687764,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2012.12,999.156118,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2013.03,1000.843882,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2013.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2013.09,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2013.12,990.7173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2014.03,989.029536,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2014.06,981.434599,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2014.09,987.341772,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2014.12,979.746835,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2015.03,990.7173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2015.06,999.156118,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2015.09,1009.2827,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2015.12,1002.531646,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2016.03,1005.907173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2016.06,1010.126582,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2016.09,1001.687764,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2016.12,995.780591,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2017.03,1000.843882,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2017.09,1002.531646,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2017.12,999,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2018.03,1004,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2018.06,1018,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2018.09,1033,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2018.12,1012,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2019.03,1030,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2019.06,1035,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2019.09,1046,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2019.12,1037,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT02103,2020.03,1036,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2006.06,1010.10101,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2006.09,1003.030303,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2006.12,1007.070707,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2007.03,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2007.06,1009.090909,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2007.09,1005.050505,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2007.12,1009.090909,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2008.03,998.989899,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2008.06,1005.050505,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2008.09,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2008.12,1009.090909,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2009.03,1004.040404,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2009.06,1023.232323,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2009.09,1022.222222,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2009.12,1040.40404,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2010.03,1028.282828,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2010.06,1034.343434,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2010.09,1027.272727,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2010.12,1025.252525,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2011.03,1014.141414,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2011.06,1023.232323,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2011.09,1023.232323,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2011.12,1021.212121,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2012.03,1015.151515,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2012.06,1017.171717,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2012.09,1013.131313,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2012.12,1012.121212,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2013.03,1003.030303,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2013.06,997.979798,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2013.09,988.888889,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2013.12,997.979798,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2014.03,990.909091,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2014.06,990.909091,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2014.09,992.929293,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2014.12,990.909091,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2015.03,985.858586,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2015.06,991.919192,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2015.09,992.929293,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2015.12,994.949495,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2016.03,990.909091,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2016.06,998.989899,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2016.09,997.979798,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2016.12,1008.080808,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2017.03,1003.030303,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2017.09,1002.020202,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2017.12,989,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2018.03,987,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2018.06,992,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2018.09,991,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2018.12,979,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2019.03,980,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2019.06,989,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2019.09,982,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2019.12,993,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03,2020.03,992,FINAL,Index,Consumers Price Index - CPI,CPI Level 1 Groups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2006.06,1003.009027,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2006.09,996.990973,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2006.12,1002.006018,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2007.03,997.993982,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2007.06,1006.018054,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2007.09,1001.003009,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2007.12,1007.021063,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2008.03,997.993982,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2008.06,1003.009027,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2008.09,998.996991,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2008.12,1010.03009,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2009.03,1004.012036,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2009.06,1023.069208,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2009.09,1019.057172,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2009.12,1042.126379,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2010.03,1030.090271,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2010.06,1035.105316,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2010.09,1027.081244,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2010.12,1023.069208,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2011.03,1012.036108,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2011.06,1018.054162,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2011.09,1018.054162,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2011.12,1017.051153,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2012.03,1013.039117,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2012.06,1015.045135,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2012.09,1009.027081,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2012.12,1008.024072,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2013.03,998.996991,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2013.06,995.987964,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2013.09,986.960883,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2013.12,994.984955,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2014.03,986.960883,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2014.06,989.96991,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2014.09,991.975928,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2014.12,989.96991,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2015.03,986.960883,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2015.06,992.978937,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2015.09,996.990973,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2015.12,997.993982,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2016.03,992.978937,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2016.06,1002.006018,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2016.09,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2016.12,1008.024072,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2017.03,1004.012036,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2017.09,1006.018054,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2017.12,987,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2018.03,989,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2018.06,987,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2018.09,988,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2018.12,972,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2019.03,974,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2019.06,983,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2019.09,977,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2019.12,990,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT031,2020.03,991,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2006.06,1070.663812,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2006.09,1058.88651,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2006.12,1069.593148,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2007.03,1058.88651,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2007.06,1078.158458,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2007.09,1066.381156,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2007.12,1081.37045,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2008.03,1076.017131,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2008.06,1080.299786,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2008.09,1064.239829,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2008.12,1084.582441,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2009.03,1073.875803,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2009.06,1105.995717,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2009.09,1077.087794,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2009.12,1103.85439,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2010.03,1079.229122,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2010.06,1096.359743,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2010.09,1082.441113,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2010.12,1088.865096,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2011.03,1067.45182,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2011.06,1078.158458,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2011.09,1065.310493,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2011.12,1072.805139,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2012.03,1059.957173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2012.06,1074.946467,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2012.09,1053.533191,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2012.12,1061.027837,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2013.03,1038.543897,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2013.06,1059.957173,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2013.09,1038.543897,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2013.12,1031.049251,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2014.03,1019.271949,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2014.06,1005.353319,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2014.09,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2014.12,1002.141328,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2015.03,990.364026,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2015.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2015.09,1010.706638,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2015.12,1022.48394,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
CPIQ.SE9TT03102,2016.03,1003.211991,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Tradable
