Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIQ.SE9TN041,2017.12,1011,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2018.03,1017,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2018.06,1025,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2018.09,1029,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2018.12,1035,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2019.03,1041,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2019.06,1051,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2019.09,1059,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2019.12,1067,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN041,2020.03,1080,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2006.06,789.889415,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2006.09,792.259084,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2006.12,797.78831,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2007.03,805.687204,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2007.06,810.42654,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2007.09,816.745656,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2007.12,820.695103,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2008.03,830.173776,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2008.06,835.703002,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2008.09,842.022117,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2008.12,845.181675,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2009.03,847.551343,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2009.06,849.921011,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2009.09,851.50079,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2009.12,853.870458,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2010.03,857.819905,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2010.06,861.769352,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2010.09,865.718799,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2010.12,867.298578,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2011.03,872.827804,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2011.06,877.567141,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2011.09,881.516588,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2011.12,884.676145,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2012.03,892.575039,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2012.06,897.314376,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2012.09,902.843602,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2012.12,906.00316,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2013.03,912.322275,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2013.06,916.271722,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2013.09,921.011058,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2013.12,924.960506,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2014.03,930.489731,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2014.06,936.018957,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2014.09,941.548183,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2014.12,944.707741,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2015.03,951.816746,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2015.06,957.345972,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2015.09,962.875197,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2015.12,968.404423,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2016.03,973.933649,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2016.06,979.462875,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2016.09,983.412322,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2016.12,988.151659,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2017.03,996.050553,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2017.09,1005.529226,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2017.12,1011,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2018.03,1017,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2018.06,1025,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2018.09,1029,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2018.12,1035,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2019.03,1041,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2019.06,1051,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2019.09,1059,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2019.12,1067,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04101,2020.03,1080,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2006.06,638.977636,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2006.09,652.396166,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2006.12,658.785942,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2007.03,667.092652,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2007.06,677.955272,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2007.09,690.095847,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2007.12,699.041534,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2008.03,705.43131,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2008.06,713.099042,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2008.09,722.044728,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2008.12,720.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2009.03,720.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2009.06,722.044728,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2009.09,722.683706,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2009.12,725.878594,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2010.03,727.15655,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2010.06,730.351438,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2010.09,734.185304,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2010.12,748.881789,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2011.03,748.242812,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2011.06,755.271565,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2011.09,761.022364,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2011.12,764.217252,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2012.03,769.329073,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2012.06,776.357827,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2012.09,784.025559,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2012.12,787.859425,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2013.03,794.888179,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2013.06,808.306709,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2013.09,815.974441,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2013.12,824.920128,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2014.03,835.14377,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2014.06,845.367412,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2014.09,854.952077,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2014.12,869.648562,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2015.03,876.677316,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2015.06,890.095847,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2015.09,902.236422,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2015.12,913.099042,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2016.03,920.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2016.06,939.936102,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2016.09,959.105431,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2016.12,972.523962,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2017.03,982.108626,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2017.09,1010.86262,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2017.12,1024,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2018.03,1028,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2018.06,1039,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2018.09,1052,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2018.12,1061,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2019.03,1068,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2019.06,1075,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2019.09,1081,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2019.12,1086,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN042,2020.03,1097,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2006.06,638.977636,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2006.09,652.396166,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2006.12,658.785942,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2007.03,667.092652,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2007.06,677.955272,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2007.09,690.095847,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2007.12,699.041534,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2008.03,705.43131,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2008.06,713.099042,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2008.09,722.044728,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2008.12,720.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2009.03,720.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2009.06,722.044728,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2009.09,722.683706,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2009.12,725.878594,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2010.03,727.15655,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2010.06,730.351438,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2010.09,734.185304,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2010.12,748.881789,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2011.03,748.242812,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2011.06,755.271565,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2011.09,761.022364,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2011.12,764.217252,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2012.03,769.329073,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2012.06,776.357827,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2012.09,784.025559,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2012.12,787.859425,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2013.03,794.888179,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2013.06,808.306709,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2013.09,815.974441,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2013.12,824.920128,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2014.03,835.14377,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2014.06,845.367412,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2014.09,854.952077,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2014.12,869.648562,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2015.03,876.677316,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2015.06,890.095847,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2015.09,902.236422,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2015.12,913.099042,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2016.03,920.766773,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2016.06,939.936102,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2016.09,959.105431,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2016.12,972.523962,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2017.03,982.108626,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2017.09,1010.86262,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2017.12,1024,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2018.03,1028,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2018.06,1039,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2018.09,1052,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2018.12,1061,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2019.03,1068,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2019.06,1075,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2019.09,1081,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2019.12,1086,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN04201,2020.03,1097,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2006.06,692.520776,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2006.09,706.371191,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2006.12,712.603878,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2007.03,725.761773,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2007.06,735.457064,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2007.09,747.229917,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2007.12,757.617729,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
CPIQ.SE9TN043,2008.03,769.390582,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups Tradables and Non-tradables,Non-tradable
